0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.999429,0.0332391,0.00606025,-0.0330397,0.998989,-0.0304731,0.0664477,0.252025,-0.0557551,-0.024946,0.0283037,-0.22939,-0.492716,0.0666228,0.251046,-0.0553644,-0.0267241,0.0283098,-0.229055,-0.49232,0.0666228,0.251079,-0.0553655,-0.0267229,0.0282984,-0.229434,-0.492318,0.0666234,0.25112,-0.0553709,-0.0267275,0.0282723,-0.229868,-0.492317,0.0666259,0.251133,-0.0553859,-0.0267392,0.0282242,-0.23033,-0.492306,0.0868053,0.996225,-0.000619357,0.996225,-0.0868058,-0.000922767,0.0866863,0.996236,7.25946e-05,0.996235,-0.0866862,-0.00125285,0.086677,0.996236,-3.67661e-05,0.996234,-0.0866769,-0.00205528,0.0866584,0.996238,-0.000201693,0.996234,-0.0866586,-0.00298487,0.0866595,0.996238,-0.000424809,0.99623,-0.0866605,-0.00392264,0.673462,0.0305408,0.257911,0.672847,0.0315002,0.257901,0.672685,0.031493,0.257797,0.672496,0.0314726,0.25767,0.672297,0.0314294,0.257568,
0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.971145,-0.20353,0.124307,0.227542,0.946851,-0.227373,0.0637164,0.262426,-0.0584795,-0.00592897,0.0269642,-0.230968,-0.494062,0.0664477,0.252025,-0.0557551,-0.024946,0.0283037,-0.22939,-0.492716,0.0666228,0.251046,-0.0553644,-0.0267241,0.0283098,-0.229055,-0.49232,0.0666228,0.251079,-0.0553655,-0.0267229,0.0282984,-0.229434,-0.492318,0.0666234,0.25112,-0.0553709,-0.0267275,0.0282723,-0.229868,-0.492317,0.0935331,0.995574,-0.00919702,0.995601,-0.093476,0.00645149,0.0868053,0.996225,-0.000619357,0.996225,-0.0868058,-0.000922767,0.0866863,0.996236,7.25946e-05,0.996235,-0.0866862,-0.00125285,0.086677,0.996236,-3.67661e-05,0.996234,-0.0866769,-0.00205528,0.0866584,0.996238,-0.000201693,0.996234,-0.0866586,-0.00298487,0.680682,0.0208314,0.258264,0.673462,0.0305408,0.257911,0.672847,0.0315002,0.257901,0.672685,0.031493,0.257797,0.672496,0.0314726,0.25767,
0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.884316,-0.348927,0.310219,0.462752,0.743295,-0.483087,0.0641749,0.265926,-0.0612443,-0.00466034,0.0112458,-0.216366,-0.476766,0.0637164,0.262426,-0.0584795,-0.00592897,0.0269642,-0.230968,-0.494062,0.0664477,0.252025,-0.0557551,-0.024946,0.0283037,-0.22939,-0.492716,0.0666228,0.251046,-0.0553644,-0.0267241,0.0283098,-0.229055,-0.49232,0.0666228,0.251079,-0.0553655,-0.0267229,0.0282984,-0.229434,-0.492318,0.129971,0.990326,-0.0485977,0.991049,-0.128246,0.0370882,0.0935331,0.995574,-0.00919702,0.995601,-0.093476,0.00645149,0.0868053,0.996225,-0.000619357,0.996225,-0.0868058,-0.000922767,0.0866863,0.996236,7.25946e-05,0.996235,-0.0866862,-0.00125285,0.086677,0.996236,-3.67661e-05,0.996234,-0.0866769,-0.00205528,0.686969,0.0104303,0.258132,0.680682,0.0208314,0.258264,0.673462,0.0305408,0.257911,0.672847,0.0315002,0.257901,0.672685,0.031493,0.257797,
0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.796309,-0.389263,0.462998,0.600022,0.605236,-0.523128,0.0655284,0.263489,-0.061697,-0.0169983,-0.0146586,-0.191883,-0.449497,0.0641749,0.265926,-0.0612443,-0.00466034,0.0112458,-0.216366,-0.476766,0.0637164,0.262426,-0.0584795,-0.00592897,0.0269642,-0.230968,-0.494062,0.0664477,0.252025,-0.0557551,-0.024946,0.0283037,-0.22939,-0.492716,0.0666228,0.251046,-0.0553644,-0.0267241,0.0283098,-0.229055,-0.49232,0.173805,0.979659,-0.100305,0.98249,-0.165556,0.0854673,0.129971,0.990326,-0.0485977,0.991049,-0.128246,0.0370882,0.0935331,0.995574,-0.00919702,0.995601,-0.093476,0.00645149,0.0868053,0.996225,-0.000619357,0.996225,-0.0868058,-0.000922767,0.0866863,0.996236,7.25946e-05,0.996235,-0.0866862,-0.00125285,0.691788,0.00242906,0.258285,0.686969,0.0104303,0.258132,0.680682,0.0208314,0.258264,0.673462,0.0305408,0.257911,0.672847,0.0315002,0.257901,
0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.796715,-0.491876,0.351146,0.601807,0.592398,-0.535624,0.0664675,0.259295,-0.061868,-0.0346847,-0.0465261,-0.166671,-0.414738,0.0655284,0.263489,-0.061697,-0.0169983,-0.0146586,-0.191883,-0.449497,0.0641749,0.265926,-0.0612443,-0.00466034,0.0112458,-0.216366,-0.476766,0.0637164,0.262426,-0.0584795,-0.00592897,0.0269642,-0.230968,-0.494062,0.0664477,0.252025,-0.0557551,-0.024946,0.0283037,-0.22939,-0.492716,0.229029,0.961134,-0.154168,0.967873,-0.207966,0.141324,0.173805,0.979659,-0.100305,0.98249,-0.165556,0.0854673,0.129971,0.990326,-0.0485977,0.991049,-0.128246,0.0370882,0.0935331,0.995574,-0.00919702,0.995601,-0.093476,0.00645149,0.0868053,0.996225,-0.000619357,0.996225,-0.0868058,-0.000922767,0.694914,-0.00657266,0.258023,0.691788,0.00242906,0.258285,0.686969,0.0104303,0.258132,0.680682,0.0208314,0.258264,0.673462,0.0305408,0.257911,
0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.849062,-0.52641,0.0445679,0.487696,0.748589,-0.449185,0.0663959,0.262131,-0.0624642,-0.0341665,-0.072436,-0.164192,-0.38315,0.0664675,0.259295,-0.061868,-0.0346847,-0.0465261,-0.166671,-0.414738,0.0655284,0.263489,-0.061697,-0.0169983,-0.0146586,-0.191883,-0.449497,0.0641749,0.265926,-0.0612443,-0.00466034,0.0112458,-0.216366,-0.476766,0.0637164,0.262426,-0.0584795,-0.00592897,0.0269642,-0.230968,-0.494062,0.28583,0.937153,-0.200113,0.951893,-0.253594,0.172019,0.229029,0.961134,-0.154168,0.967873,-0.207966,0.141324,0.173805,0.979659,-0.100305,0.98249,-0.165556,0.0854673,0.129971,0.990326,-0.0485977,0.991049,-0.128246,0.0370882,0.0935331,0.995574,-0.00919702,0.995601,-0.093476,0.00645149,0.696648,-0.0159659,0.257445,0.694914,-0.00657266,0.258023,0.691788,0.00242906,0.258285,0.686969,0.0104303,0.258132,0.680682,0.0208314,0.258264,
0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.818574,-0.5417,-0.191045,0.503563,0.836775,-0.215017,0.0659053,0.273809,-0.0643846,-0.0101627,-0.0849316,-0.185006,-0.361608,0.0663959,0.262131,-0.0624642,-0.0341665,-0.072436,-0.164192,-0.38315,0.0664675,0.259295,-0.061868,-0.0346847,-0.0465261,-0.166671,-0.414738,0.0655284,0.263489,-0.061697,-0.0169983,-0.0146586,-0.191883,-0.449497,0.0641749,0.265926,-0.0612443,-0.00466034,0.0112458,-0.216366,-0.476766,0.338723,0.911035,-0.23512,0.93691,-0.303641,0.173211,0.28583,0.937153,-0.200113,0.951893,-0.253594,0.172019,0.229029,0.961134,-0.154168,0.967873,-0.207966,0.141324,0.173805,0.979659,-0.100305,0.98249,-0.165556,0.0854673,0.129971,0.990326,-0.0485977,0.991049,-0.128246,0.0370882,0.69848,-0.025533,0.257329,0.696648,-0.0159659,0.257445,0.694914,-0.00657266,0.258023,0.691788,0.00242906,0.258285,0.686969,0.0104303,0.258132,
0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.906679,-0.412516,0.0881069,0.398503,0.90615,0.141732,0.0637172,0.285735,-0.0675954,0.0158654,-0.0828786,-0.203883,-0.351179,0.0659053,0.273809,-0.0643846,-0.0101627,-0.0849316,-0.185006,-0.361608,0.0663959,0.262131,-0.0624642,-0.0341665,-0.072436,-0.164192,-0.38315,0.0664675,0.259295,-0.061868,-0.0346847,-0.0465261,-0.166671,-0.414738,0.0655284,0.263489,-0.061697,-0.0169983,-0.0146586,-0.191883,-0.449497,0.385681,0.890058,-0.242994,0.920532,-0.353459,0.166392,0.338723,0.911035,-0.23512,0.93691,-0.303641,0.173211,0.28583,0.937153,-0.200113,0.951893,-0.253594,0.172019,0.229029,0.961134,-0.154168,0.967873,-0.207966,0.141324,0.173805,0.979659,-0.100305,0.98249,-0.165556,0.0854673,0.700834,-0.0356554,0.257715,0.69848,-0.025533,0.257329,0.696648,-0.0159659,0.257445,0.694914,-0.00657266,0.258023,0.691788,0.00242906,0.258285,
0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.777759,-0.330411,0.534715,0.0124551,0.858629,0.512447,0.0568652,0.279038,-0.0701229,0.000237592,-0.0666683,-0.18127,-0.350495,0.0637172,0.285735,-0.0675954,0.0158654,-0.0828786,-0.203883,-0.351179,0.0659053,0.273809,-0.0643846,-0.0101627,-0.0849316,-0.185006,-0.361608,0.0663959,0.262131,-0.0624642,-0.0341665,-0.072436,-0.164192,-0.38315,0.0664675,0.259295,-0.061868,-0.0346847,-0.0465261,-0.166671,-0.414738,0.428174,0.883388,-0.190505,0.899573,-0.396528,0.183122,0.385681,0.890058,-0.242994,0.920532,-0.353459,0.166392,0.338723,0.911035,-0.23512,0.93691,-0.303641,0.173211,0.28583,0.937153,-0.200113,0.951893,-0.253594,0.172019,0.229029,0.961134,-0.154168,0.967873,-0.207966,0.141324,0.702108,-0.0467552,0.258309,0.700834,-0.0356554,0.257715,0.69848,-0.025533,0.257329,0.696648,-0.0159659,0.257445,0.694914,-0.00657266,0.258023,
0.12,0.580994,-0.0456758,0.115,1,0,0,0,0,1,-1,0.777825,-0.6136,0.135951,0.410993,0.660265,0.628597,0.0459881,0.266013,-0.0701979,-0.028045,-0.0391062,-0.152566,-0.352887,0.0568652,0.279038,-0.0701229,0.000237592,-0.0666683,-0.18127,-0.350495,0.0637172,0.285735,-0.0675954,0.0158654,-0.0828786,-0.203883,-0.351179,0.0659053,0.273809,-0.0643846,-0.0101627,-0.0849316,-0.185006,-0.361608,0.0663959,0.262131,-0.0624642,-0.0341665,-0.072436,-0.164192,-0.38315,0.480847,0.870231,-0.107168,0.869071,-0.456834,0.189783,0.428174,0.883388,-0.190505,0.899573,-0.396528,0.183122,0.385681,0.890058,-0.242994,0.920532,-0.353459,0.166392,0.338723,0.911035,-0.23512,0.93691,-0.303641,0.173211,0.28583,0.937153,-0.200113,0.951893,-0.253594,0.172019,0.700217,-0.0582409,0.258507,0.702108,-0.0467552,0.258309,0.700834,-0.0356554,0.257715,0.69848,-0.025533,0.257329,0.696648,-0.0159659,0.257445,
