0.959887,0.399738,-0.636624,
0.842047,0.120721,-0.55823,
0.710863,0.031037,-0.307475,
0.693464,0.0591155,-0.211447,
0.620317,-0.132244,-0.161217,
0.499242,-0.0844806,-0.228879,
0.452927,-0.0654446,-0.377389,
0.411591,-0.0989728,-0.436962,
0.397731,-0.103504,-0.45534,
0.440048,-0.133078,-0.37068,
0.477596,-0.164048,-0.283467,
0.538237,-0.153895,-0.245276,
0.596658,-0.149809,-0.221535,
0.645385,-0.181912,-0.184885,
0.684212,-0.210288,-0.156039,
0.7311,-0.217139,-0.111897,
0.795462,-0.214792,-0.0592094,
0.916793,-0.211929,0.0193328,
1.03964,-0.171679,0.113548,
1.10504,-0.0358798,0.195633,
1.19582,0.105222,0.21961,
1.32404,0.172948,0.244095,
1.45347,0.122113,0.338052,
1.54332,0.0444406,0.443758,
1.56355,-0.041653,0.433268,
1.43772,-0.0335788,0.305384,
1.27577,0.00961402,0.144875,
1.15866,0.0764215,-0.0189743,
1.05,0.123334,-0.178604,
0.961685,0.149314,-0.192787,
0.902093,0.118314,-0.190822,
0.924005,0.01713,-0.231221,
0.905166,0.00305202,-0.252498,
0.8283,-0.0182725,-0.259858,
0.742484,-0.0407867,-0.251237,
0.706522,-0.0605835,-0.223405,
0.733081,-0.0959383,-0.179938,
0.760068,-0.0989315,-0.161439,
0.757384,-0.0702942,-0.157613,
0.722403,-0.0361262,-0.136436,
0.724667,-0.0103885,-0.110563,
0.728579,0.0267382,-0.0906134,
0.717596,0.0190348,-0.0561129,
0.721251,-0.00563148,-0.0213072,
0.736349,-0.0222209,0.0103529,
0.771574,-0.0214399,0.0112836,
0.789956,-0.034988,0.0123982,
0.81321,-0.0562366,-0.0215931,
0.826588,-0.0824263,-0.0383552,
0.830481,-0.0929753,-0.0231998,
0.826595,-0.0930896,-0.00658482,
0.864323,-0.0740296,0.0297756,
