0.0409171,0.0409171,-0.047734,-0.047734,-0.0443356,-0.0443356
0.0818342,0.0818342,-0.095468,-0.095468,-0.0886712,-0.0886712
0.122751,0.122751,-0.143202,-0.143202,-0.133007,-0.133007
0.163668,0.163668,-0.190936,-0.190936,-0.177342,-0.177342
0.204585,0.204585,-0.23867,-0.23867,-0.221678,-0.221678
0.245503,0.245503,-0.286404,-0.286404,-0.266014,-0.266014
0.28642,0.28642,-0.334138,-0.334138,-0.310349,-0.310349
0.327337,0.327337,-0.381872,-0.381872,-0.354685,-0.354685
0.368254,0.368254,-0.429606,-0.429606,-0.39902,-0.39902
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
0.409171,0.409171,-0.47734,-0.47734,-0.443356,-0.443356
