0.395131,3.88651,1.23384,-2.27215,-0.263887,-0.312581,0.516154,
0.232757,3.10062,0.860795,-1.94336,-0.223067,-0.289277,0.469013,
0.173575,2.8645,0.649149,-1.86359,-0.181518,-0.30927,0.459026,
-0.0692005,1.79503,0.14038,-1.41455,-0.122007,-0.306697,0.426987,
-0.240988,0.835205,-0.141612,-1.03649,-0.0762535,-0.326099,0.39285,
-0.454256,-0.15305,-0.449291,-0.554608,-0.0353399,-0.34729,0.388887,
-0.640535,-1.17967,-0.664106,-0.0776927,-0.00428306,-0.356269,0.370004,
-0.812908,-2.05273,-0.931749,0.354152,0.034956,-0.340031,0.363737,
-1.02266,-2.49169,-1.36752,0.544034,0.0427878,-0.381661,0.364605,
-1.2668,-3.5542,-1.66566,1.15332,0.0724505,-0.378913,0.380368,
-1.46634,-4.0521,-1.99573,1.39189,0.0750772,-0.40721,0.403221,
-1.66962,-5.04881,-2.221,1.988,0.101717,-0.399059,0.398452,
-1.76019,-5.22761,-2.30325,2.14492,0.0921456,-0.434964,0.417531,
-1.83754,-5.38428,-2.35032,2.27571,0.0926643,-0.495968,0.447116,
-1.87726,-5.30397,-2.37651,2.35272,0.0792048,-0.52864,0.466211,
-1.90495,-5.60524,-2.27415,2.59325,0.0901537,-0.531775,0.496944,
-1.90207,-5.3491,-2.27637,2.56304,0.073554,-0.56862,0.495923,
-1.87676,-5.08557,-2.20767,2.48952,0.0570076,-0.603154,0.505685,
-1.8525,-4.66274,-2.2105,2.35339,0.0382023,-0.634488,0.51591,
-1.75236,-4.17001,-2.07951,2.1459,0.0324754,-0.663128,0.516614,
-1.75178,-3.59658,-2.16695,1.9307,0.00812307,-0.702888,0.550575,
-1.61069,-3.1956,-1.97914,1.79412,0.029744,-0.721656,0.535283,
-1.44164,-2.41259,-1.82261,1.53334,0.056133,-0.756195,0.550715,
-1.22895,-1.64059,-1.5488,1.22387,0.0752759,-0.795613,0.542498,
-1.10096,-0.921049,-1.45544,0.927359,0.0822215,-0.842807,0.544528,
-0.946376,-0.296286,-1.33467,0.611919,0.10444,-0.876785,0.532655,
-0.784625,0.318682,-1.10999,0.405957,0.105978,-0.89907,0.516258,
-0.713202,0.775961,-1.15558,0.213623,0.131969,-0.929407,0.5153,
-0.661083,1.09352,-1.23426,0.0577088,0.143093,-0.915981,0.491083,
-0.61461,1.40562,-1.31867,-0.12907,0.162221,-0.925939,0.480477,
-0.722171,1.22519,-1.64832,-0.0418172,0.185461,-0.92494,0.478378,
-0.746925,1.29707,-1.75979,-0.116501,0.17833,-0.943396,0.460885,
-0.906127,0.688578,-2.14161,0.163726,0.220749,-0.923529,0.450215,
-1.04978,0.00252719,-2.44638,0.438521,0.263562,-0.913707,0.435962,
-1.19678,-0.756277,-2.67806,0.768785,0.293314,-0.899123,0.424915,
-1.38218,-1.74497,-2.97659,1.20704,0.329379,-0.853978,0.409413,
-1.61509,-2.90942,-3.33323,1.66991,0.361182,-0.798757,0.405263,
-1.80334,-3.74063,-3.57986,1.94443,0.361257,-0.762944,0.412162,
-2.07861,-4.86619,-3.95824,2.5118,0.36293,-0.718269,0.401177,
-2.3406,-6.05693,-4.28566,3.04765,0.378078,-0.691196,0.403455,
-2.58323,-6.82404,-4.64483,3.41515,0.372501,-0.713492,0.398732,
-2.73305,-7.6221,-4.6731,3.86128,0.361305,-0.699587,0.40843,
-2.8047,-7.71806,-4.70141,3.92148,0.336518,-0.739312,0.425935,
-2.87489,-8.14939,-4.69603,4.19694,0.34192,-0.733175,0.439189,
-2.88546,-7.93149,-4.68614,4.1067,0.328136,-0.785969,0.469819,
-2.84568,-7.92745,-4.45313,4.18659,0.313128,-0.807135,0.481445,
-2.72397,-7.46206,-4.11654,4.09526,0.290292,-0.838561,0.506046,
-2.56259,-6.89552,-3.77742,3.87694,0.283028,-0.900842,0.511441,
-2.47744,-6.35061,-3.58836,3.60669,0.249012,-0.958394,0.525678,
-2.31546,-5.80945,-3.27763,3.3913,0.253922,-1.00475,0.540012,
-2.21111,-5.42922,-3.11366,3.23712,0.246062,-1.02262,0.521449,
-1.95152,-4.48827,-2.65624,2.82849,0.231228,-1.04881,0.5295,
-1.82955,-3.90901,-2.51888,2.55814,0.232707,-1.07282,0.538417,
-1.64937,-3.30047,-2.26005,2.19637,0.245323,-1.09466,0.55469,
-1.47209,-2.45026,-2.06333,1.82664,0.242398,-1.144,0.545144,
-1.33137,-1.94012,-1.92464,1.52395,0.249013,-1.15316,0.527868,
-1.15152,-1.10653,-1.75215,1.14979,0.253619,-1.17864,0.524671,
-1.03825,-0.635219,-1.66318,0.906518,0.264797,-1.1809,0.524759,
-0.981154,-0.243123,-1.88482,0.722711,0.313222,-1.18079,0.490199,
-0.918588,0.249687,-1.91968,0.489264,0.314036,-1.16739,0.504203,
-0.941872,0.491248,-2.28307,0.345593,0.344473,-1.14108,0.478605,
-0.946765,0.357049,-2.49241,0.437938,0.391245,-1.07047,0.448954,
-1.06331,-0.0276019,-2.89758,0.606355,0.431219,-1.03961,0.41073,
-1.21778,-0.530603,-3.3315,0.820151,0.471392,-1.0163,0.390905,
-1.41875,-1.1503,-3.81412,1.04464,0.497454,-0.979548,0.384108,
-1.58017,-2.17927,-4.20447,1.50625,0.564937,-0.903694,0.332903,
-1.78591,-3.08904,-4.55891,1.94439,0.590696,-0.826543,0.338075,
-1.95433,-3.60062,-4.96746,2.18059,0.610839,-0.793095,0.321596,
-2.13309,-4.43426,-5.16646,2.57088,0.621814,-0.767099,0.335175,
-2.40159,-5.42159,-5.50622,3.0728,0.608278,-0.73063,0.341184,
-2.56519,-6.16741,-5.63721,3.43897,0.600256,-0.705896,0.351872,
-2.67302,-6.6765,-5.7223,3.73633,0.597434,-0.709073,0.339619,
-2.74376,-7.00301,-5.68871,3.87877,0.579678,-0.689806,0.378415,
-2.76172,-7.45901,-5.52359,4.13389,0.575587,-0.644399,0.390687,
-2.80092,-7.7643,-5.31815,4.32359,0.540372,-0.627479,0.434484,
-2.71423,-7.56046,-4.97954,4.26161,0.518631,-0.657649,0.468812,
-2.58008,-7.27166,-4.59047,4.10359,0.501809,-0.679998,0.491212,
-2.39083,-6.95528,-4.01464,4.04878,0.476546,-0.709361,0.489033,
-2.24907,-6.21891,-3.72693,3.69904,0.440446,-0.744067,0.519322,
-1.9707,-5.54171,-3.1187,3.36253,0.43095,-0.78004,0.518113,
-1.73187,-4.66052,-2.62439,2.97573,0.399033,-0.812092,0.534879,
-1.61774,-3.9506,-2.49881,2.60457,0.379935,-0.845713,0.55142,
-1.37467,-3.00028,-2.11648,2.21333,0.377426,-0.896179,0.55457,
-1.14694,-2.16148,-1.70891,1.81969,0.366946,-0.940995,0.566512,
-0.970688,-1.35088,-1.52244,1.35339,0.368898,-0.977621,0.578176,
-0.790857,-0.687177,-1.29094,1.03676,0.372686,-0.985219,0.573732,
-0.425178,0.948132,-1.02234,0.18678,0.371838,-0.97849,0.534557,
-0.40043,1.044,-1.33021,0.0539277,0.423992,-0.936745,0.468968,
-0.442364,0.96221,-1.55076,0.0717987,0.447793,-0.89926,0.463771,
