0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0.0587948,-0.357758,-0.0237016,0.0128422,-0.0740213,-0.0051528,-0.213979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000765963,0.697798,0.716281,-0.0200844,-0.716126,0.697668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01699e-18,0.657836,0.753162,-8.94156e-17,-0.753162,0.657836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,-0.00802127,1.01873,0,0,0,0,0,0,0,0,0,0,0,0,0.351405,-0.00139472,1.01873,0,0,0,0,0,0,0,0,0,0,0,0,
0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0.0671418,-0.353257,-0.032698,0.0363229,-0.0232129,-0.0593833,-0.218775,0.0587948,-0.357758,-0.0237016,0.0128422,-0.0740213,-0.0051528,-0.213979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182871,0.612363,0.790353,0.100022,-0.78764,0.607947,0.000765963,0.697798,0.716281,-0.0200844,-0.716126,0.697668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.26033e-18,0.572205,0.82011,-9.35151e-17,-0.82011,0.572205,-3.01699e-18,0.657836,0.753162,-8.94156e-17,-0.753162,0.657836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,-0.0208601,1.01716,0.351,-0.00802127,1.01873,0,0,0,0,0,0,0,0,0,0.354445,-0.00455096,1.00752,0.351405,-0.00139472,1.01873,0,0,0,0,0,0,0,0,0,
0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0.0763122,-0.303543,-0.057227,0.193954,0.0469737,-0.160984,-0.216031,0.0671418,-0.353257,-0.032698,0.0363229,-0.0232129,-0.0593833,-0.218775,0.0587948,-0.357758,-0.0237016,0.0128422,-0.0740213,-0.0051528,-0.213979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270392,0.468018,0.883294,0.219949,-0.864747,0.451458,0.0182871,0.612363,0.790353,0.100022,-0.78764,0.607947,0.000765963,0.697798,0.716281,-0.0200844,-0.716126,0.697668,0,0,0,0,0,0,0,0,0,0,0,0,-1.25784e-17,0.501686,0.86505,-9.62668e-17,-0.86505,0.501686,-8.26033e-18,0.572205,0.82011,-9.35151e-17,-0.82011,0.572205,-3.01699e-18,0.657836,0.753162,-8.94156e-17,-0.753162,0.657836,0,0,0,0,0,0,0,0,0,0,0,0,0.351,-0.0305755,1.015,0.351,-0.0208601,1.01716,0.351,-0.00802127,1.01873,0,0,0,0,0,0,0.343833,-0.0217685,1.0349,0.354445,-0.00455096,1.00752,0.351405,-0.00139472,1.01873,0,0,0,0,0,0,
0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0.0750228,-0.313364,-0.06749,0.159982,0.0805427,-0.174936,-0.205192,0.0763122,-0.303543,-0.057227,0.193954,0.0469737,-0.160984,-0.216031,0.0671418,-0.353257,-0.032698,0.0363229,-0.0232129,-0.0593833,-0.218775,0.0587948,-0.357758,-0.0237016,0.0128422,-0.0740213,-0.0051528,-0.213979,0,0,0,0,0,0,0,0.068789,0.369744,0.926573,0.283378,-0.897758,0.337207,0.0270392,0.468018,0.883294,0.219949,-0.864747,0.451458,0.0182871,0.612363,0.790353,0.100022,-0.78764,0.607947,0.000765963,0.697798,0.716281,-0.0200844,-0.716126,0.697668,0,0,0,0,0,0,-1.71576e-17,0.426901,0.904298,-9.86701e-17,-0.904298,0.426901,-1.25784e-17,0.501686,0.86505,-9.62668e-17,-0.86505,0.501686,-8.26033e-18,0.572205,0.82011,-9.35151e-17,-0.82011,0.572205,-3.01699e-18,0.657836,0.753162,-8.94156e-17,-0.753162,0.657836,0,0,0,0,0,0,0.351,-0.0401709,1.01201,0.351,-0.0305755,1.015,0.351,-0.0208601,1.01716,0.351,-0.00802127,1.01873,0,0,0,0.351242,-0.0294964,1.01431,0.343833,-0.0217685,1.0349,0.354445,-0.00455096,1.00752,0.351405,-0.00139472,1.01873,0,0,0,
0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0.0795453,-0.328231,-0.0782403,0.118164,0.100831,-0.157372,-0.198376,0.0750228,-0.313364,-0.06749,0.159982,0.0805427,-0.174936,-0.205192,0.0763122,-0.303543,-0.057227,0.193954,0.0469737,-0.160984,-0.216031,0.0671418,-0.353257,-0.032698,0.0363229,-0.0232129,-0.0593833,-0.218775,0.0587948,-0.357758,-0.0237016,0.0128422,-0.0740213,-0.0051528,-0.213979,0.0699609,0.287194,0.955304,0.30146,-0.918961,0.254191,0.068789,0.369744,0.926573,0.283378,-0.897758,0.337207,0.0270392,0.468018,0.883294,0.219949,-0.864747,0.451458,0.0182871,0.612363,0.790353,0.100022,-0.78764,0.607947,0.000765963,0.697798,0.716281,-0.0200844,-0.716126,0.697668,-2.19233e-17,0.349072,0.937096,-1.00678e-16,-0.937096,0.349072,-1.71576e-17,0.426901,0.904298,-9.86701e-17,-0.904298,0.426901,-1.25784e-17,0.501686,0.86505,-9.62668e-17,-0.86505,0.501686,-8.26033e-18,0.572205,0.82011,-9.35151e-17,-0.82011,0.572205,-3.01699e-18,0.657836,0.753162,-8.94156e-17,-0.753162,0.657836,0.351,-0.0494797,1.00823,0.351,-0.0401709,1.01201,0.351,-0.0305755,1.015,0.351,-0.0208601,1.01716,0.351,-0.00802127,1.01873,0.354971,-0.0417994,1.00377,0.351242,-0.0294964,1.01431,0.343833,-0.0217685,1.0349,0.354445,-0.00455096,1.00752,0.351405,-0.00139472,1.01873,
0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0.0803751,-0.34721,-0.0793826,0.0760702,0.106832,-0.106958,-0.1823,0.0795453,-0.328231,-0.0782403,0.118164,0.100831,-0.157372,-0.198376,0.0750228,-0.313364,-0.06749,0.159982,0.0805427,-0.174936,-0.205192,0.0763122,-0.303543,-0.057227,0.193954,0.0469737,-0.160984,-0.216031,0.0671418,-0.353257,-0.032698,0.0363229,-0.0232129,-0.0593833,-0.218775,0.0246914,0.200929,0.979285,0.269955,-0.944531,0.186992,0.0699609,0.287194,0.955304,0.30146,-0.918961,0.254191,0.068789,0.369744,0.926573,0.283378,-0.897758,0.337207,0.0270392,0.468018,0.883294,0.219949,-0.864747,0.451458,0.0182871,0.612363,0.790353,0.100022,-0.78764,0.607947,-2.68414e-17,0.268753,0.963209,-1.02277e-16,-0.963209,0.268753,-2.19233e-17,0.349072,0.937096,-1.00678e-16,-0.937096,0.349072,-1.71576e-17,0.426901,0.904298,-9.86701e-17,-0.904298,0.426901,-1.25784e-17,0.501686,0.86505,-9.62668e-17,-0.86505,0.501686,-8.26033e-18,0.572205,0.82011,-9.35151e-17,-0.82011,0.572205,0.351,-0.0584355,1.00366,0.351,-0.0494797,1.00823,0.351,-0.0401709,1.01201,0.351,-0.0305755,1.015,0.351,-0.0208601,1.01716,0.350444,-0.0509728,1.00845,0.354971,-0.0417994,1.00377,0.351242,-0.0294964,1.01431,0.343833,-0.0217685,1.0349,0.354445,-0.00455096,1.00752,
0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0.0761464,-0.366057,-0.0757036,0.0196521,0.0961253,-0.0516047,-0.1467,0.0803751,-0.34721,-0.0793826,0.0760702,0.106832,-0.106958,-0.1823,0.0795453,-0.328231,-0.0782403,0.118164,0.100831,-0.157372,-0.198376,0.0750228,-0.313364,-0.06749,0.159982,0.0805427,-0.174936,-0.205192,0.0763122,-0.303543,-0.057227,0.193954,0.0469737,-0.160984,-0.216031,0.0061409,0.0999983,0.994959,0.214077,-0.972041,0.0963737,0.0246914,0.200929,0.979285,0.269955,-0.944531,0.186992,0.0699609,0.287194,0.955304,0.30146,-0.918961,0.254191,0.068789,0.369744,0.926573,0.283378,-0.897758,0.337207,0.0270392,0.468018,0.883294,0.219949,-0.864747,0.451458,-3.1877e-17,0.186516,0.982452,-1.03456e-16,-0.982452,0.186516,-2.68414e-17,0.268753,0.963209,-1.02277e-16,-0.963209,0.268753,-2.19233e-17,0.349072,0.937096,-1.00678e-16,-0.937096,0.349072,-1.71576e-17,0.426901,0.904298,-9.86701e-17,-0.904298,0.426901,-1.25784e-17,0.501686,0.86505,-9.62668e-17,-0.86505,0.501686,0.351,-0.0669745,0.998364,0.351,-0.0584355,1.00366,0.351,-0.0494797,1.00823,0.351,-0.0401709,1.01201,0.351,-0.0305755,1.015,0.351475,-0.0587285,1.00398,0.350444,-0.0509728,1.00845,0.354971,-0.0417994,1.00377,0.351242,-0.0294964,1.01431,0.343833,-0.0217685,1.0349,
0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0.0646662,-0.379341,-0.0695268,-0.0241254,0.0748258,-0.0127296,-0.097217,0.0761464,-0.366057,-0.0757036,0.0196521,0.0961253,-0.0516047,-0.1467,0.0803751,-0.34721,-0.0793826,0.0760702,0.106832,-0.106958,-0.1823,0.0795453,-0.328231,-0.0782403,0.118164,0.100831,-0.157372,-0.198376,0.0750228,-0.313364,-0.06749,0.159982,0.0805427,-0.174936,-0.205192,0.00462538,-0.00322282,0.999974,0.144505,-0.989487,-0.00385743,0.0061409,0.0999983,0.994959,0.214077,-0.972041,0.0963737,0.0246914,0.200929,0.979285,0.269955,-0.944531,0.186992,0.0699609,0.287194,0.955304,0.30146,-0.918961,0.254191,0.068789,0.369744,0.926573,0.283378,-0.897758,0.337207,-3.69939e-17,0.10295,0.994687,-1.04205e-16,-0.994687,0.10295,-3.1877e-17,0.186516,0.982452,-1.03456e-16,-0.982452,0.186516,-2.68414e-17,0.268753,0.963209,-1.02277e-16,-0.963209,0.268753,-2.19233e-17,0.349072,0.937096,-1.00678e-16,-0.937096,0.349072,-1.71576e-17,0.426901,0.904298,-9.86701e-17,-0.904298,0.426901,0.351,-0.0750358,0.992361,0.351,-0.0669745,0.998364,0.351,-0.0584355,1.00366,0.351,-0.0494797,1.00823,0.351,-0.0401709,1.01201,0.35186,-0.0658526,0.997713,0.351475,-0.0587285,1.00398,0.350444,-0.0509728,1.00845,0.354971,-0.0417994,1.00377,0.351242,-0.0294964,1.01431,
0.5,0,0.9,0.000796327,1,0,-1,0.000796327,0,0.75,-1,1,0,1,0.0489478,-0.386071,-0.0636108,-0.0474371,0.0469964,0.00198028,-0.0386223,0.0646662,-0.379341,-0.0695268,-0.0241254,0.0748258,-0.0127296,-0.097217,0.0761464,-0.366057,-0.0757036,0.0196521,0.0961253,-0.0516047,-0.1467,0.0803751,-0.34721,-0.0793826,0.0760702,0.106832,-0.106958,-0.1823,0.0795453,-0.328231,-0.0782403,0.118164,0.100831,-0.157372,-0.198376,0.0157814,-0.108852,0.993923,0.0663873,-0.991739,-0.109667,0.00462538,-0.00322282,0.999974,0.144505,-0.989487,-0.00385743,0.0061409,0.0999983,0.994959,0.214077,-0.972041,0.0963737,0.0246914,0.200929,0.979285,0.269955,-0.944531,0.186992,0.0699609,0.287194,0.955304,0.30146,-0.918961,0.254191,-4.21559e-17,0.0186489,0.999826,-1.04519e-16,-0.999826,0.0186489,-3.69939e-17,0.10295,0.994687,-1.04205e-16,-0.994687,0.10295,-3.1877e-17,0.186516,0.982452,-1.03456e-16,-0.982452,0.186516,-2.68414e-17,0.268753,0.963209,-1.02277e-16,-0.963209,0.268753,-2.19233e-17,0.349072,0.937096,-1.00678e-16,-0.937096,0.349072,0.351,-0.0825618,0.9857,0.351,-0.0750358,0.992361,0.351,-0.0669745,0.998364,0.351,-0.0584355,1.00366,0.351,-0.0494797,1.00823,0.351222,-0.074124,0.991827,0.35186,-0.0658526,0.997713,0.351475,-0.0587285,1.00398,0.350444,-0.0509728,1.00845,0.354971,-0.0417994,1.00377,
